Metal_1,Metal_2,Metal_3,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Annealing Temp degree,Annealing Time min,Proton Concentration M,Catalyst_Loading mg cm -2,Overpotential mV @10 mA cm-2
F,Co,Mn,75.0,24.25,0.75,130.0,540.0,25.0,0.0,1.0,121.3333333,479
F,Co,Mn,75.0,23.5,1.5,130.0,540.0,25.0,0.0,1.0,121.3333333,386
F,Co,Mn,75.0,22.75,2.25,130.0,540.0,25.0,0.0,1.0,121.3333333,502
F,Co,Mn,75.0,22.0,3.0,130.0,540.0,25.0,0.0,1.0,121.3333333,614
F,Co,Mn,75.0,21.25,3.75,130.0,540.0,25.0,0.0,1.0,121.3333333,608
F,Co,,75.0,25.0,0.0,130.0,540.0,25.0,0.0,1.0,121.3333333,646
Ni,Ir,,79.75708502,20.24291498,0.0,80.0,30.0,400.0,240.0,1.0,0.041,399
W,,,100.0,0.0,0.0,180.0,960.0,300.0,180.0,1.0,6.0,770
W,,,100.0,0.0,0.0,180.0,960.0,300.0,180.0,1.0,6.0,590
Mn,,,100.0,0.0,0.0,160.0,720.0,25.0,0.0,0.1,0.25477707,618
Mn,,,100.0,0.0,0.0,25.0,1200.0,25.0,0.0,0.1,0.25477707,577
Mn,,,100.0,0.0,0.0,150.0,600.0,550.0,240.0,0.1,0.25477707,513
Sr,Ir,Zn,50.0,40.0,10.0,25.0,0.0,1100.0,1440.0,0.1,0.126234756,411
Rh,Co,,50.0,50.0,0.0,90.0,120.0,240.0,360.0,1.0,2.0,250
V,Ir,,86.48558887,13.51441113,0.0,25.0,720.0,400.0,240.0,1.0,0.592216582,267
V,Ir,,86.48558887,13.51441113,0.0,25.0,720.0,500.0,240.0,1.0,0.592216582,295
Ru,Pt,,66.37974684,33.62025316,0.0,25.0,0.0,200.0,5.0,0.1,0.1,235
Ru,,,100.0,0.0,0.0,25.0,0.0,200.0,5.0,0.1,0.1,272
Pt,,,100.0,0.0,0.0,25.0,0.0,200.0,5.0,0.1,0.1,720
Ru,Pt,,50.0,50.0,0.0,25.0,0.0,200.0,5.0,0.1,0.1,276
Ru,Pt,,75.0,25.0,0.0,25.0,0.0,200.0,5.0,0.1,0.1,262
Cu,,,100.0,0.0,0.0,25.0,0.0,800.0,180.0,1.0,0.08,762
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,25.0,0.0,1.0,0.02,311
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.02,315
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.02,342
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.02,324
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.02,342
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,25.0,0.0,1.0,0.05,291
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.05,292
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.05,324
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.05,316
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.05,317
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,25.0,0.0,1.0,0.1,288
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.1,288
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.1,321
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.1,293
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.1,314
Ru,,,100.0,0.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,315
Mo,Ru,,80.0,20.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,339
Mo,Ru,,70.0,30.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,301
Ru,Mo,,50.0,50.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,262
Ru,Mo,,70.0,30.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,280
Ru,Mo,,90.0,10.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,266
Ir,Ni,Cu,46.27532545,36.15071001,17.57396453,260.0,40.0,25.0,0.0,1.0,0.016499508,263
Ir,Ni,,56.14163679,43.85836321,0.0,260.0,40.0,25.0,0.0,1.0,0.013400673,281
Ir,Cu,,72.47586537,27.52413463,0.0,260.0,40.0,25.0,0.0,1.0,0.014603175,298
Ir,Ru,,76.92307692,23.07692308,0.0,195.0,60.0,25.0,0.0,0.1,0.01,433
Ir,Ru,,83.33333333,16.66666667,0.0,195.0,60.0,25.0,0.0,0.1,0.01,437
Ru,Y,,50.0,50.0,0.0,80.0,480.0,1050.0,720.0,1.0,0.246,304
Ru,Y,Ba,50.0,47.5,2.5,80.0,480.0,1050.0,720.0,1.0,0.246,284
Ru,Y,Ba,50.0,46.25,3.75,80.0,480.0,1050.0,720.0,1.0,0.246,279
Ru,Y,Ba,50.0,43.75,6.25,80.0,480.0,1050.0,720.0,1.0,0.246,287
Ru,Y,Ba,50.0,40.0,10.0,80.0,480.0,1050.0,720.0,1.0,0.246,300
Ca,Ir,,57.4893617,42.5106383,0.0,150.0,60.0,700.0,360.0,0.1,0.2,347
Ir,,,100.0,0.0,0.0,140.0,360.0,25.0,0.0,0.1,0.58,199
Ir,,,100.0,0.0,0.0,140.0,360.0,25.0,0.0,0.1,0.44,282
Ir,,,100.0,0.0,0.0,140.0,360.0,25.0,0.0,0.1,0.38,332
Ir,,,100.0,0.0,0.0,140.0,360.0,25.0,0.0,0.1,0.33,382
Ir,,,100.0,0.0,0.0,140.0,360.0,350.0,10.0,0.1,0.58,241
Ir,,,100.0,0.0,0.0,140.0,360.0,350.0,30.0,0.1,0.58,258
Ir,,,100.0,0.0,0.0,140.0,360.0,350.0,60.0,0.1,0.58,275
Ir,Os,,75.0,25.0,0.0,25.0,15.0,200.0,120.0,0.1,0.163057325,384
Ir,Os,,50.0,50.0,0.0,25.0,15.0,200.0,120.0,0.1,0.163057325,325
Os,Ir,,75.0,25.0,0.0,25.0,15.0,200.0,120.0,0.1,0.163057325,365
Ir,,,100.0,0.0,0.0,25.0,15.0,200.0,120.0,0.1,0.163057325,363
Ir,Ru,,50.0,50.0,0.0,25.0,15.0,200.0,120.0,0.1,0.124416136,334
Ir,Cu,,64.0,36.0,0.0,25.0,0.0,400.0,480.0,1.0,0.857142857,294
Cu,Ir,,52.0,48.0,0.0,25.0,0.0,400.0,480.0,1.0,0.857142857,257
Cu,Ir,,67.0,33.0,0.0,25.0,0.0,400.0,480.0,1.0,0.857142857,264
Cu,Ir,,93.17842831,6.82157169,0.0,200.0,300.0,250.0,60.0,0.1,0.0429,294
Cu,Ir,,93.70484007,6.295159927,0.0,200.0,300.0,250.0,60.0,0.1,0.0429,284
Cu,Ir,,95.69712396,4.302876037,0.0,200.0,300.0,250.0,60.0,0.1,0.0429,337
Ir,Ru,,50.0,50.0,0.0,195.0,120.0,400.0,120.0,0.1,0.01,413
Ir,Ru,,50.0,50.0,0.0,195.0,120.0,400.0,120.0,0.1,0.01,425
Ir,Ru,,54.0,46.0,0.0,80.0,60.0,400.0,60.0,1.0,1.0,250
Ir,,,100.0,0.0,0.0,25.0,720.0,25.0,0.0,1.0,0.06,323
